Folge,Titel,Sender,Erstausstrahlung,Ermittler,Fall,Autor,Regie,Besonderheiten
1058,Sonnenwende,SWR,2018-05-13,Tobler und Berg,2,Patrick Brunken,Umut Dağ,
1059,Wer jetzt allein ist,MDR,2018-05-21,"Sieland, Gorniak und Schnabel",6,Erol Yesilkaya,Theresa von Eltz,Letzte Folge mit Oberkommissarin Sieland
1060,Schlangengrube,WDR,2018-05-27,Thiel und Boerne,33,"Stefan Cantz, Jan Hinter",Samira Radsi,
1061,Freies Land,BR,2018-06-03,Batic und Leitmayr,78,Holger Joos,Andreas Kleinert,
1062,Tschiller: Off Duty,NDR,2018-07-08,Tschiller und Gümer,5,Christoph Darnstädt,Christian Alvart,"140-minütiger Kinofilm (FSK 16), deutschlandweiter Kinostart am 4. Februar 2016, Film wurde u. a. in Istanbul und Moskau produziert, letzter Auftritt von Erdal Yildiz als Clanchef Firat Astan"
1063,Die Musik stirbt zuletzt,SRF,2018-08-05,Flückiger und Ritschard,14,"Stefan Brunner, Lorenz Langenegger, Dani Levy",Dani Levy,Film wurde in einer ungeschnittenen Einstellung gedreht
1064,Die robuste Roswita,MDR,2018-08-26,Lessing und Dorn,7,"Murmel Clausen, Andreas Pflüger",Richard Huber,
1065,Borowski und das Haus der Geister,NDR,2018-09-02,Borowski und Sahin,32,Marco Wiersch,Elmar Fischer,Erster Fall mit KKin Mila Sahin
1066,Tiere der Großstadt,RBB,2018-09-16,Rubin und Karow,8,Beate Langmaack,Roland Suso Richter,Open-Air-Premiere am 26. August im Ostpark (Park am Gleisdreieck) in Berlin
1067,Tod und Spiele,WDR,2018-10-07,"Faber, Bönisch, Dalay und Pawlak",12,Wolfgang Stauch,Maris Pfeiffer,Erster Fall für Hauptkommissar Jan Pawlak (Rick Okon)
1068,Her mit der Marie!,ORF,2018-10-14,Eisner und Fellner,43,"Stefan Hafner, Thomas Weingartner",Barbara Eder,
1069,KI,BR,2018-10-21,Batic und Leitmayr,79,"Stefan Holtz, Florian Iwersen",Sebastian Marka,
1070,Blut,Radio Bremen,2018-10-28,Lürsen und Stedefreund,38,"Philip Koch, Holger Joos",Philip Koch,
1071,"Der Mann, der lügt",SWR,2018-11-04,Lannert und Bootz,22,"Sönke Lars Neuwöhner, Martin Eigler",Martin Eigler,Premierenaufführung am 18. Mai 2018 auf dem SWR Sommerfestival in Stuttgart.[73] Letzte Folge mit Kriminaltechnikerin Nika Banovic (Mimi Fiedler).
1072,Treibjagd,NDR,2018-11-18,Falke und Grosz,11,"Benjamin Hessler, Florian Oeller",Samira Radsi,Team ermittelt in Hamburg
1073,Wir kriegen euch alle,BR,2018-12-02,Batic und Leitmayr,80,"Michael Proehl, Michael Comtesse",Sven Bohse,
1074,Vom Himmel hoch,SWR,2018-12-09,Odenthal und Stern,68,Tom Bohn,Tom Bohn,Premierenaufführung am 25. Mai 2018 auf dem SWR Sommerfestival in Mainz[74]
1075,Damian,SWR,2018-12-23,Tobler,3,"Lars Hubrich, Stefan Schaller",Stefan Schaller,Vorstellung am 4. September 2018 auf dem Festival des Deutschen Films.[75] Kommissar Luka Weber (Carlo Ljubek) vertritt Haupt­kommissar Friedemann Berg (Hans-Jochen Wagner) in dieser Folge.
1076,Der Turm,HR,2018-12-26,Janneke und Brix,8,Lars Henning,Lars Henning,Vorstellung am 31. August 2018 auf dem Festival des Deutschen Films[76]
1077,Friss oder stirb,SRF,2018-12-30,Flückiger und Ritschard,15,Jan Cronauer,Andreas Senn,
1078,Der höllische Heinz,MDR,2019-01-01,Lessing und Dorn,8,"Murmel Clausen, Andreas Pflüger",Dustin Loose,
1079,"Weiter, immer weiter",WDR,2019-01-06,Ballauf und Schenk,74,"Arne Nolting, Jan Martin Scharf",Sebastian Ko,
1080,Wahre Lügen,ORF,2019-01-13,Eisner und Fellner,44,Thomas Roth,Thomas Roth,
1081,Zorn,WDR,2019-01-20,"Faber, Bönisch, Dalay und Pawlak",13,Jürgen Werner,Andreas Herzog,
1082,Der Pakt,SR,2019-01-27,Stellbrink und Marx,8,"Michael Vershinin, Zoltan Spirandelli",Zoltan Spirandelli,Letzter Fall für das Saarbrücker Ermittlerduo Jens Stellbrink und Lisa Marx
1083,Das verschwundene Kind,NDR,2019-02-03,Lindholm und Schmitz,26,"Stefan Dähnert, Franziska Buch, Jan Braren",Franziska Buch,"Erster Fall in Göttingen, mit Anaïs Schmitz"
1084,Murot und das Murmeltier,HR,2019-02-17,Murot und Wächter,7,Dietrich Brüggemann,Dietrich Brüggemann,Filmkunstpreis beim Festival des deutschen Films Ludwigshafen 2018; Team ermittelt in Frankfurt am Main
1085,Ein Tag wie jeder andere,BR,2019-02-24,"Voss, Ringelhahn, Goldwasser, Fleischer und Schatz",5,Erol Yesilkaya,Sebastian Marka,Team ermittelt in Bayreuth.
1086,Borowski und das Glück der Anderen,NDR,2019-03-03,Borowski und Sahin,33,Sascha Arango,Andreas Kleinert,Premiere am 3. Oktober 2018 auf dem Filmfest Hamburg
1087,Für immer und dich,SWR,2019-03-10,Tobler und Berg,4,Magnus Vattrodt,Julia von Heinz,
1088,"Spieglein, Spieglein",WDR,2019-03-17,Thiel und Boerne,34,Benjamin Hessler,Matthias Tiefenbacher,
1089,Bombengeschäft,WDR,2019-03-31,Ballauf und Schenk,75,Thomas Stiller,Thomas Stiller,
1090,Inferno,WDR,2019-04-14,"Faber, Bönisch, Dalay und Pawlak",14,Markus Busch,Richard Huber,
1091,Wo ist nur mein Schatz geblieben?,Radio Bremen,2019-04-22,Lürsen und Stedefreund,39,"Florian Baxmeyer, Michael Comtesse, Stefanie Veith",Florian Baxmeyer,Letzter Einsatz für die Kommissare Lürsen und Stedefreund. Preview am 6. April 2019 im Cinemaxx Bremen.
1092,Das Nest,MDR,2019-04-28,"Gorniak, Winkler und Schnabel",7,Erol Yesilkaya,Alex Eslam,"Erster Fall für die neue Oberkommissarin Leonie Winkler, gespielt von Cornelia Gröschel. Die Uraufführung erfolgte am 8. April 2019 im Rundkino Dresden."
1093,Der gute Weg,RBB,2019-05-05,Rubin und Karow,9,Christoph Darnstädt,Christian von Castelberg,Premiere am 9. April 2019 im Delphi Lux Kino in Berlin
1094,Das Monster von Kassel,HR,2019-05-12,Janneke und Brix,9,"Stephan Brüggenthies, Andrea Heller",Umut Dağ,Team ermittelt in Kassel. Die Premiere fand am 19. März 2019 in der documenta-Halle in Kassel statt.
1095,Anne und der Tod,SWR,2019-05-19,Lannert und Bootz,23,Wolfgang Stauch,Jens Wischnewski,"Baden-Württembergischer Filmpreis bei der Filmschau Baden-Württemberg 2018,[77] Vorab-Premiere am 7. Dezember 2018 auf der Filmschau Baden-Württemberg"
1096,Die ewige Welle,BR,2019-05-26,Batic und Leitmayr,81,"Alex Buresch, Matthias Pacht",Andreas Kleinert,
1097,Glück allein,ORF,2019-06-02,Eisner und Fellner,45,Uli Brée,Catalina Molina,
1098,Kaputt,WDR,2019-06-10,Ballauf und Schenk,76,"Rainer Butt, Christine Hartmann",Christine Hartmann,
1099,Ausgezählt,SRF,2019-06-16,Flückiger und Ritschard,16,"Urs Bühler, Michael Herzig (Idee)",Katalin Gödrös,
1100,Nemesis,MDR,2019-08-18,"Gorniak, Winkler und Schnabel",8,"Stephan Wagner, Mark Monheim",Stephan Wagner,
1101,Falscher Hase,HR,2019-09-01,Janneke und Brix,10,"Lars Hubrich, Emily Atef",Emily Atef,Die Premiere erfolgte am 12. Juni 2019 auf dem Hessentag in Bad Hersfeld.
1102,Maleficius,SWR,2019-09-08,Odenthal und Stern,69,Thomas Bohn,Thomas Bohn,Der Film wurde am 16. August 2019 auf dem SWR-Sommerfestival in Mainz dem Publikum vorgestellt.
1103,Die harte Kern,MDR,2019-09-22,Lessing und Dorn,9,"Sebastian Kutscher, Deniz Yildiz, Murmel Clausen (Dialogautor), Andreas Pflüger (Dialogautor)",Helena Hufnagel,Letzte Drehbucharbeit für Andreas Pflüger
1104,Hüter der Schwelle,SWR,2019-09-29,Lannert und Bootz,24,Michael Glasauer,Piotr J. Lewandowski,Premiere am 7. Juni 2019 auf dem SWR Sommerfestival in Stuttgart.[78]
1105,Angriff auf Wache 08,HR,2019-10-20,Murot und Wächter,8,"Clemens Meyer, Thomas Stuber",Thomas Stuber,Premiere am 24. August 2019 auf dem Festival des deutschen Films.[79][80] Team ermittelt in Frankfurt am Main und Friedberg.
1106,Der Elefant im Raum,SRF,2019-10-27,Flückiger und Ritschard,17,"Felix Benesch, Mats Frey",Tom Gerber,"Letzter Einsatz für das Luzerner Ermittlerteam, letzte Folge aus der Stadt Luzern."
1107,Lakritz,WDR,2019-11-03,Thiel und Boerne,35,Thorsten Wettcke,Randa Chahoud,Preview am 24. Oktober 2019 im Cineplex Münster
1108,Das Leben nach dem Tod,RBB,2019-11-10,Rubin und Karow,10,Sarah Schnier,Florian Baxmeyer,
1109,Die Pfalz von oben,SWR,2019-11-17,Odenthal und Stern,70,Stefan Dähnert,Brigitte Maria Bertele,"Jubiläums-Tatort mit Ulrike Folkerts (30 Jahre „Lena Odenthal“), Fortsetzung der Folge „Tod im Häcksler“ (1991), Comeback-Auftritt von Ben Becker, Preview am 24. September 2019 in Meisenheim[81]"
1110,Baum fällt,ORF,2019-11-24,Eisner und Fellner,46,Agnes Pluch,Nikolaus Leytner,
1111,Querschläger,NDR,2019-12-01,Falke und Grosz,12,Oke Stielow,Stephan Rick,Premiere am 15. Juni 2019 auf dem Filmfest Emden-Norderney.[82] Team ermittelt in Hamburg
1112,Borowski und das Haus am Meer,NDR,2019-12-15,Borowski und Sahin,34,Niki Stein,Niki Stein,Premiere am 31. August 2019 auf dem Festival des deutschen Films.[83]
1113,Väterchen Frost,WDR,2019-12-22,Thiel und Boerne,36,"Stefan Cantz, Jan Hinter",Torsten C. Fischer,Premiere am 16. November 2019 auf dem Kinofest Lünen.[84] Letzte „reguläre“ Folge mit Krusenstern (vgl. Folgen 1115 und 1143). Weihnachtsfolge 2019
1114,One Way Ticket,BR,2019-12-26,Batic und Leitmayr,82,Rupert Henning,Rupert Henning,
1115,Das Team,WDR,2020-01-01,Faber und Bönisch (Gastauftritt: Krusenstern),15,Jan Georg Schütte,Jan Georg Schütte,"Improvisierte Folge, Unterstützung durch die Hauptkommissare Rettenbach, Mitschowski, Ziesing und Möller sowie KOK'in Krusenstern aus Münster, Gastauftritt von NRW-Ministerpräsident Armin Laschet. Krusenstern wird in dieser Folge ermordet (vgl. Folgen 1113 und 1143)."
1116,Tschill Out,NDR,2020-01-05,Tschiller und Gümer,6,"Anika Wangard, Eoin Moore",Eoin Moore,Letzte Folge des Teams.[85]
1117,"Kein Mitleid, keine Gnade",WDR,2020-01-12,Ballauf und Schenk,77,Johannes Rotter,Felix Herzogenrath,
1118,Unklare Lage,BR,2020-01-26,Batic und Leitmayr,83,Holger Joos,Pia Strietmann,
1119,Monster,WDR,2020-02-02,"Faber, Bönisch, Dalay und Pawlak",16,Jürgen Werner,Torsten C. Fischer,Gastauftritt von Florian Bartholomäi als „Markus Graf“
1120,Die goldene Zeit,NDR,2020-02-09,Falke und Grosz,13,Georg Lippert,Mia Spengler,Premiere am 29. September 2019 auf dem Filmfest Hamburg.[86] Team ermittelt in Hamburg (St. Pauli/Reeperbahn).
1121,Ich hab im Traum geweinet,SWR,2020-02-23,Tobler und Berg,5,Jan Eichberg,Jan Bonny,
1122,Die Nacht gehört dir,BR,2020-03-01,"Voss, Ringelhahn, Goldwasser, Fleischer und Schatz",6,"Max Färberböck, Catharina Schuchmann",Max Färberböck,Team ermittelt in Fürth.
1123,Leonessa,SWR,2020-03-08,Odenthal und Stern,71,Wolfgang Stauch,Connie Walther,Premiere am 26. August 2019 auf dem Festival des deutschen Films.[87]
1124,Das perfekte Verbrechen,RBB,2020-03-15,Rubin und Karow,11,Michael Comtesse,Brigitte Maria Bertele,
1125,Niemals ohne mich,WDR,2020-03-22,Ballauf und Schenk,78,Jürgen Werner,Nina Wolfrum,
1126,Krieg im Kopf,NDR,2020-03-29,Lindholm und Schmitz,27,Christian Jeltsch,Jobst Christian Oetzmann,
1127,Die Zeit ist gekommen,MDR,2020-04-05,"Gorniak, Winkler und Schnabel",9,"Stefanie Veith, Michael Comtesse",Stephan Lacant,
1128,Das fleißige Lieschen,SR,2020-04-13,"Schürk und Hölzer, Baumann und Heinrich",1,Hendrik Hölzemann,Christian Theede,Neues Team für Saarbrücken. Die Premiere erfolgte am 24. Januar 2020 auf dem Filmfestival Max Ophüls Preis.[88]
1129,Die Guten und die Bösen,HR,2020-04-19,Janneke und Brix,11,David Ungureit,Petra K. Wagner,"Premiere am 5. September 2019 auf dem Festival des deutschen Films[89], Ausstrahlung 364 Tage nach dem Todestag (21. April 2019) von Hannelore Elsner."
1130,National feminin,NDR,2020-04-26,Lindholm und Schmitz,28,"Daniela Baumgärtl, Florian Oeller",Franziska Buch,
1131,Borowski und der Fluch der weißen Möwe,NDR,2020-05-10,Borowski und Sahin,35,"Eva Zahn, Volker A. Zahn",Hüseyin Tabak,
1132,Gefangen,WDR,2020-05-17,Ballauf und Schenk,79,Christoph Wortberg,Isa Prahl,
1133,Du allein,SWR,2020-05-24,Lannert und Bootz,25,Wolfgang Stauch,Friederike Jehn,Letzter Auftritt von Carolina Vera als Staatsanwältin Emilia Alvarez
1134,Der letzte Schrey,MDR,2020-06-01,Lessing und Dorn,10,Murmel Clausen,Mira Thiel,
1135,Lass den Mond am Himmel stehn,BR,2020-06-07,Batic und Leitmayr,84,"Stefan Hafner, Thomas Weingartner",Christopher Schier,
1136,Pumpen,ORF,2020-09-06,Eisner und Fellner,47,"Karin Lomot, Robert Buchschwenter",Andreas Kopriva,
1137,Funkstille,HR,2020-09-13,Janneke und Brix,12,"Stephan Brüggenthies, Andrea Heller",Stanisław Mucha,
1138,Rebland,SWR,2020-09-27,Tobler und Berg,6,Nicole Armbruster,Barbara Kulcsar,
1139,Ein paar Worte nach Mitternacht,RBB,2020-10-04,Rubin und Karow,12,Christoph Darnstädt,Lena Knauss,
1140,Züri brännt,SRF,2020-10-18,Grandjean und Ott,1,"Lorenz Langenegger, Stefan Brunner",Viviane Andereggen,Erster Fall des Zürich-Teams
1141,Krank,ORF,2020-10-25,Eisner und Fellner,48,Rupert Henning,Rupert Henning,
1142,Der Welten Lohn,SWR,2020-11-01,Lannert und Bootz,26,Boris Dennulat,Gerd Schneider,
1143,Limbus,WDR,2020-11-08,Thiel und Boerne(Gastauftritt Krusenstern),37,Magnus Vattrodt,Max Zähle,
1144,Parasomnia,MDR,2020-11-15,"Gorniak, Winkler und Schnabel",10,Erol Yesilkaya,Sebastian Marka,
1145,Die Ferien des Monsieur Murot,HR,2020-11-22,Murot und Wächter,9,"Ben Braeunlich, Grzegorz Muskala",Grzegorz Muskala,Team ermittelt in der Umgebung von Wiesbaden
1146,In der Familie – Teil 1,WDR,2020-11-29,"Faber, Bönisch, Dalay und Pawlak / Batic und Leitmayr",17 / 85,Bernd Lange,Dominik Graf,"Jubiläumsfolge zum 50. Geburtstag des Tatorts, letzte Folge mit Nora Dalay, erster Teil einer Doppelfolge"
1147,In der Familie – Teil 2,BR/WDR,2020-12-06,Batic und Leitmayr / Faber,86 / 18,Bernd Lange,Pia Strietmann,Zweiter Teil einer Doppelfolge
1148,Es lebe der König!,WDR,2020-12-13,Thiel und Boerne,38,Benjamin Hessler,Buket Alakus,
1149,Unten,ORF,2020-12-20,Eisner und Fellner,49,"Thomas Christian Eichtinger, Samuel R. Schultschik",Daniel Prochaska,Letzte Folge mit Assistent Fredo Schimpf
1150,Unter Wölfen,SWR,2020-12-26,Odenthal und Stern,72,Thomas Bohn,Thomas Bohn,
1151,Der feine Geist,MDR,2021-01-01,Lessing und Dorn,11,Murmel Clausen,Mira Thiel,Letzter Fall für Lessing und Dorn
1152,Der Tod der Anderen,WDR,2021-01-10,Ballauf und Schenk,80,Wolfgang Stauch,Torsten C. Fischer,
1153,Das ist unser Haus,SWR,2021-01-17,Lannert und Bootz,27,"Daniel Bickermann, Dietrich Brüggemann",Dietrich Brüggemann,
1154,Tödliche Flut,NDR,2021-01-24,Falke und Grosz,14,"David Sandreuter, Arne Nolting (Idee), Jan Martin Scharf (Idee)",Lars Henning,Team ermittelt auf Norderney
1155,Rettung so nah,MDR,2021-02-07,"Gorniak, Winkler und Schnabel",11,Christoph Busche,Isabel Braak,
1156,Hetzjagd,SWR,2021-02-14,Odenthal und Stern,73,Thomas Bohn,Thomas Bohn,
1157,Heile Welt,WDR,2021-02-21,"Faber, Bönisch, Pawlak und Herzog",19,Jürgen Werner,Sebastian Ko,Erster Einsatz mit KHKin Rosa Herzog (Stefanie Reinsperger)Erstmals wird die COVID-19-Pandemie in einer Tatort-Folge erwähnt.[90]
1158,Schoggiläbe,SRF,2021-02-28,Grandjean und Ott,2,"Stefan Brunner, Lorenz Langenegger",Viviane Andereggen,
1159,Borowski und die Angst der weißen Männer,NDR,2021-03-07,Borowski und Sahin,36,"Peter Probst, Daniel Nocke",Nicole Weegmann,Ausstrahlung anlässlich des Weltfrauentages (8. März 2021)
1160,Wie alle anderen auch,WDR,2021-03-21,Ballauf und Schenk,81,Jürgen Werner,Nina Wolfrum,
1161,Die Amme,ORF,2021-03-28,Eisner und Fellner,50,Mike Majzen,Christopher Schier,"Original-Ausstrahlung: 14. März 2021 (ORF 2), Deutsche Ausstrahlung: 28. März 2021 (Das Erste)"
1162,Der Herr des Waldes,SR,2021-04-05,"Schürk und Hölzer, Baumann und Heinrich",2,Hendrik Hölzemann,Christian Theede,
1163,Der böse König,SWR,2021-04-11,Odenthal und Stern,74,Martin Eigler,Martin Eigler,
1164,Macht der Familie,NDR,2021-04-18,Falke und Grosz,15,Niki Stein,Niki Stein,Team ermittelt in Hamburg
1165,Was wir erben,SWR,2021-04-25,Tobler und Berg,7,Patrick Brunken,Franziska Schlotterer,
1166,Rhythm and Love,WDR,2021-05-02,Thiel und Boerne,39,Elke Schuch,Brigitte Maria Bertele,
1167,Verschwörung,ORF,2021-05-09,Eisner und Fellner,51,Ivo Schneider,Claudia Jüptner-Jonstorff,
1168,Wo ist Mike?,BR,2021-05-16,"Voss, Ringelhahn, Goldwasser, Fleischer und Schatz",7,Thomas Wendrich,Andreas Kleinert,Team ermittelt in Bamberg.
1169,Neugeboren,Radio Bremen,2021-05-24,"Moormann, Andersen und Selb",1,Christian Jeltsch,Barbara Kulcsar,Erster Fall für das neue Ermittler-Trio in Bremen
1170,Die dritte Haut,RBB,2021-06-06,Rubin und Karow,13,Katrin Bühlig,Norbert ter Hall,
1171,"Wer zögert, ist tot",HR,2021-08-29,Janneke und Brix,13,Petra Lüschow,Petra Lüschow,
1172,Der Reiz des Bösen,WDR,2021-09-19,Ballauf und Schenk,82,"Arne Nolting, Jan Martin Scharf",Jan Martin Scharf,
1173,Borowski und der gute Mensch,NDR,2021-10-03,Borowski und Sahin,37,Sascha Arango,İlker Çatak,"Uraufführung am 6. August 2021 im Freilichtkino in Behlendorf, Fortsetzung der Folge Borowski und die Rückkehr des stillen Gastes (Folge 964), dritter Gastauftritt von Lars Eidinger als „Kai Korthals“"
1174,Unsichtbar,MDR,2021-10-17,"Gorniak, Winkler und Schnabel",12,Michael Comtesse,Sebastian Marka,
1175,Blind Date,SWR,2021-10-24,Berlinger und Rascher,3,Wolfgang Stauch,Ute Wieland,
1176,Luna frisst oder stirbt,HR,2021-10-31,Janneke und Brix,14,"Katharina Bischof, Johanna Thalmann",Katharina Bischof,
1177,Dreams,BR,2021-11-07,Batic und Leitmayr,87,"Johanna Thalmann, Moritz Binder",Boris Kunz,Eine der wenigen Folgen ohne Todesfall.
1178,Die Kalten und die Toten,RBB,2021-11-14,Rubin und Karow,14,Markus Busch,Torsten C. Fischer,
1179,Murot und das Prinzip Hoffnung,HR,2021-11-21,Murot und Wächter,10,Martin Rauhaus,Rainer Kaufmann,Premiere am 12. September 2021 beim 17. Festival des deutschen Films in Ludwigshafen[91]
1180,Masken,WDR,2021-11-28,"Faber, Bönisch, Pawlak und Herzog",20,"Arnd Mayer, Claudia Matschulla",Ayşe Polat,
1181,Und immer gewinnt die Nacht,Radio Bremen,2021-12-12,"Moormann, Andersen und Selb",2,Christian Jeltsch,Oliver Hirschbiegel,
1182,Wunder gibt es immer wieder,BR,2021-12-19,Batic und Leitmayr,88,"Alexander Buresch, Matthias Pacht",Maris Pfeiffer,
1183,Alles kommt zurück,NDR,2021-12-26,Lindholm,29,Uli Brée,Detlev Buck,Gastauftritt von Udo Lindenberg
1184,Videobeweis,SWR,2022-01-01,Lannert und Bootz,28,Rudi Gaul,Rudi Gaul,Premiere am 19. August 2021 auf dem SWR-Sommerfestival in Stuttgart[92]
1185,Gier und Angst,WDR,2022-01-02,"Faber, Bönisch, Pawlak und Herzog",21,"Sönke Lars Neuwöhner, Martin Eigler",Martin Eigler,
1186,Des Teufels langer Atem,WDR,2022-01-16,Thiel und Boerne,40,Thorsten Wettcke,Francis Meletzky,
1187,Das Herz der Schlange,SR,2022-01-23,Schürk und Hölzer,3,Hendrik Hölzemann,Luzie Loose,
1188,Vier Jahre,WDR,2022-02-06,Ballauf und Schenk,83,Wolfgang Stauch,Torsten C. Fischer,
1189,Saras Geständnis,SWR,2022-02-13,Tobler und Berg,8,Astrid Ströher,Kai Wessel,
1190,Liebe mich,WDR,2022-02-20,"Faber, Bönisch, Pawlak und Herzog",22,Jürgen Werner,Torsten C. Fischer,Letzte Folge mit Martina Bönisch
1191,Kehraus,BR,2022-02-27,Batic und Leitmayr,89,"Stefan Betz, Stefan Holtz",Christine Hartmann,
1192,Propheteus,WDR,2022-03-06,Thiel und Boerne,41,Astrid Ströher,Sven Halfar,
1193,Schattenkinder,SRF,2022-03-13,Grandjean und Ott,3,"Stefanie Veith, Nina Vukovic",Christine Repond,
1194,Tyrannenmord,NDR,2022-03-20,Falke und Grosz,16,Jochen Bitzer,Christoph Stark,
1195,Hubertys Rache,WDR,2022-03-27,Ballauf und Schenk,84,"Eva Zahn, Volker A. Zahn",Marcus Weiler,
1196,Alles was Recht ist,ORF,2022-04-03,Eisner und Fellner,52,"Robert Buchschwenter, Karin Lomot",Gerald Liegel,
1197,Borowski und der Schatten des Mondes,NDR,2022-04-10,Borowski und Sahin,38,"Patrick Brunken, Torsten Wenzel",Nicolai Rohde,
1198,Finsternis,HR,2022-04-18,Janneke und Brix,15,Petra Lüschow,Petra Lüschow,
1199,Warum,BR,2022-05-01,Voss und Ringelhahn,8,"Max Färberböck, Catharina Schuchmann",Max Färberböck,
1200,Marlon,SWR,2022-05-08,Odenthal und Stern,75,Karlotta Ehrenberg,Isabel Braak,
1201,"Das Mädchen, das allein nach Haus’ geht",RBB,2022-05-22,Rubin und Karow,15,Günter Schütter,Ngo The Chau,Letzter Film mit Meret Becker als Nina Rubin.
1202,Liebeswut,Radio Bremen,2022-05-29,Moormann und Selb,3,Martina Mouchot,Anne Zohra Berrached,
1203,Das kalte Haus,MDR,2022-06-06,"Gorniak, Winkler und Schnabel",13,"Christoph Busche, Anne Zohra Berrached",Anne Zohra Berrached,
1204,Schattenleben,NDR,2022-06-12,Falke und Grosz,17,Lena Fakler,Mia Spengler,
1205,Flash,BR,2022-06-19,Batic und Leitmayr,90,"Sven S. Poser, Sönke Lars Neuwöhner",Andreas Kleinert,
1206,In seinen Augen,SWR,2022-06-26,Berlinger und Rascher,4,Thomas Kirchner,Tim Trageser,
1207,Das Verhör,SWR,2022-09-04,Odenthal und Stern,76,Stefan Dähnert,Esther Wenger,
1208,Risiken mit Nebenwirkungen,SRF,2022-09-11,Grandjean und Ott,4,"Stefanie Veith, Nina Vukovic",Christine Repond,
1209,Der Mörder in mir,SWR,2022-09-18,Lannert und Bootz,29,Niki Stein,Niki Stein,Premiere am 6. Juni 2022 auf dem SWR Sommerfestival in Stuttgart[94]
1210,Murot und das Gesetz des Karma,HR,2022-09-25,Murot,11,"Lars Hubrich, Matthias X. Oberg",Matthias X. Oberg,
1211,Das Tor zur Hölle,ORF,2022-10-02,Eisner und Fellner,53,Thomas Roth,Thomas Roth,
1212,Die Rache an der Welt,NDR,2022-10-09,Lindholm und Schmitz,30,Daniel Nocke,Stefan Krohmer,Premiere am 15. September 2022 auf dem Internationalen Filmfest Oldenburg.
1213,Leben Tod Ekstase,HR,2022-10-16,Janneke und Brix,16,"Michael Comtesse, Nikias Chryssos",Nikias Chryssos,Premiere am 17. September 2022 auf dem Internationalen Filmfest Oldenburg.
1214,Spur des Blutes,WDR,2022-10-23,Ballauf und Schenk,85,"Arne Nolting, Jan Martin Scharf",Tini Tüllmann,
1215,Die Blicke der Anderen,SWR,2022-11-06,Tobler und Berg,9,Bernd Lange,Franziska Schlotterer,
1216,"Ein Freund, ein guter Freund",WDR,2022-11-13,Thiel und Boerne,42,Benjamin Hessler,Janis Rebecca Rattenni,Premiere am 30. August 2022 im Preußenstadion in Münster[95]
1217,Katz und Maus,MDR,2022-11-20,"Gorniak, Winkler und Schnabel",14,"Jan Cronauer, Stefanie Veith",Gregory Kirchhoff,
1218,Das Opfer,RBB,2022-12-18,Karow,16,Erol Yesilkaya,Stefan Schaller,
1219,Mord unter Misteln,BR,2022-12-26,Batic und Leitmayr,91,Robert Löhr,Jobst Oetzmann,Premiere am 2. November 2022 bei den Biberacher Filmfestspielen.
1220,Schutzmaßnahmen,WDR,2023-01-01,Ballauf und Schenk,86,Paul Salisbury,Nina Vukovic,
1221,Totes Herz,MDR,2023-01-08,"Gorniak, Winkler und Schnabel",15,Kristin Derfler,Andreas Herzog,
1222,Du bleibst hier,WDR,2023-01-15,"Faber, Pawlak und Herzog",23,"Jörg Hartmann, Jürgen Werner",Richard Huber,Premiere am 27. August 2022 bei den Filmnächten Dortmund.
1223,Lenas Tante,SWR,2023-01-22,Odenthal und Stern,77,Stefan Dähnert,Tom Lass,Premiere am 4. September 2022 auf dem Festival des deutschen Films in Ludwigshafen am Rhein.
1224,Die Kälte der Erde,SR,2023-01-29,Schürk und Hölzer,4,Melanie Waelde,Kerstin Polte,
1225,Unten im Tal,SWR,2023-02-12,Tobler und Berg,10,Nicole Armbruster,Julia Langhof,Premiere am 29. August 2022 auf dem Festival des deutschen Films in Ludwigshafen am Rhein.
1226,Was ist das für eine Welt,ORF,2023-02-26,Eisner und Fellner,54,"Stefan Hafner, Thomas Weingartner",Evi Romen,
1227,MagicMom,WDR,2023-03-05,Thiel und Boerne,43,Regine Bielefeldt,Michaela Kezele,
1228,Hackl,BR,2023-03-12,Batic und Leitmayr,92,Dagmar Gabler,Katharina Bischof,
1229,Abbruchkante,WDR,2023-03-26,Ballauf und Schenk,87,"Eva Zahn, Volker A. Zahn",Torsten C. Fischer,
1230,Donuts,Radio Bremen,2023-04-02,"Moormann, Andersen und Selb",4,"Mathias Schnelting, Sebastian Ko",Sebastian Ko,
1231,Nichts als die Wahrheit (Teil 1),RBB,2023-04-09,Karow und Bonard,17,"Katja Wenzel, Stefan Kolditz",Robert Thalheim,Erster Film mit Corinna Harfouch als Susanne Bonard
1232,Nichts als die Wahrheit (Teil 2),RBB,2023-04-10,Karow und Bonard,18,"Katja Wenzel, Stefan Kolditz",Robert Thalheim,
1233,Verborgen,NDR,2023-04-16,Falke und Grosz,18,"Julia Drache, Sophia Ayissi Nsegue",Neelesha Barthel,Premiere am 10. Juni 2022 auf dem Internationalen Filmfest Emden-Norderney.
1234,Love is Pain,WDR,2023-04-23,"Faber, Pawlak und Herzog",24,"Hanno Hackfort, Bob Konrad",Sabine Bernardi,
1235,Seilschaft,SRF,2023-04-30,Grandjean und Ott,5,"Karin Heberlein, Claudia Pütz",Tobias Ineichen,
